PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CGRUP,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,6M_Low_diff,6M_High_diff,SMA88_chg_norm,SMA268_chg_norm,6M_Low_diff_norm,6M_High_diff_norm,Aug4_chg,Oct19_chg,Aug4_chg_norm,Oct19_chg_norm,1Y_High_diff,1Y_Low_diff,1Y_High_diff_norm,1Y_Low_diff_norm,ADV_6M,ADV_3M,ADV_15D,AVG_ADV
PSA PRK,PSA,,13.5,12/12/2024,,,0.3,4.75%,25.8,18.4,c475,19.11,0.71,-6.69,19.29,20.68,-0.94,-7.61,18.44,23.16,18.16,23.21,66.0,19.03,0.59,-4.13,53.383838,61.8107,75.04451,57.674024,-6.77,0.63,79.877913,69.459459,-4.18,0.87,58.027444,81.862616,16955,18231,14433,16539
PSA PRL,PSA,,13.5,12/12/2024,,,0.29,4.63%,24.84,18.17,c450,18.67,0.5,-6.17,18.87,20.2,-1.08,-7.56,17.52,22.75,17.52,22.89,66.0,18.59,1.07,-4.16,54.090909,61.604938,63.649852,58.081494,-6.25,0.42,75.260821,71.523342,-4.3,1.07,59.674099,79.749009,29246,27407,30850,29168
PSA PRM,PSA,,13.5,12/12/2024,,,0.26,4.13%,22.79,16.05,c400,16.79,0.74,-6.0,16.91,18.2,-0.72,-7.76,16.11,20.52,15.82,20.79,66.0,16.72,0.61,-3.8,52.272727,62.427984,74.569733,53.191851,-6.07,0.67,73.662597,69.066339,-4.07,0.9,56.51801,81.545575,9024,8809,10344,9393
PSA PRN,PSA,,13.5,12/12/2024,,,0.24,3.88%,21.02,15.12,c400,15.66,0.54,-5.36,15.85,16.95,-1.19,-7.63,15.1,19.12,14.9,19.23,66.0,15.6,0.5,-3.52,54.646465,61.893004,77.181009,49.388795,-5.42,0.48,67.891232,70.933661,-3.63,0.7,50.480274,83.659181,17347,18326,23326,19666
PSA PRO,PSA,,13.5,12/12/2024,11/17/2025,,0.24,3.90%,20.29,15.53,c400,15.68,0.15,-4.61,15.91,17.03,-1.43,-7.91,15.07,18.97,15.07,19.13,66.0,15.62,0.55,-3.35,55.858586,63.045267,75.994065,47.079796,-4.67,0.09,61.231964,74.766585,-3.51,0.55,48.833619,85.244386,17649,18833,37978,24820
PSA PRP,PSA,,13.5,12/12/2024,,,0.25,4.00%,20.88,15.54,c400,15.99,0.45,-4.89,16.26,17.49,-1.64,-8.57,15.39,19.76,15.37,19.99,66.0,15.92,0.53,-3.84,56.919192,65.761317,76.468843,53.735144,-4.96,0.38,63.806881,71.916462,-4.07,0.55,56.51801,85.244386,42175,40281,54949,45802
PSA PRQ,PSA,,13.5,12/12/2024,,,0.25,3.95%,20.84,15.31,c400,15.9,0.59,-4.94,16.02,17.21,-0.72,-7.62,15.3,19.28,15.17,19.47,66.0,15.83,0.53,-3.45,52.272727,61.851852,76.468843,48.438031,-5.01,0.52,64.250832,70.540541,-3.64,0.66,50.617496,84.081902,13562,14009,19370,15647
PSA PRR,PSA,,13.5,12/12/2024,,,0.25,4.00%,20.78,15.59,c400,16.02,0.43,-4.76,16.24,17.54,-1.35,-8.68,15.45,19.99,15.38,20.16,66.0,15.95,0.5,-4.04,55.454545,66.213992,77.181009,56.451613,-4.83,0.36,62.652608,72.113022,-4.21,0.57,58.439108,85.033025,31798,31963,48942,37568
PSA PRS,PSA,,13.5,12/12/2024,,,0.26,4.10%,21.15,15.83,c400,16.47,0.64,-4.68,16.61,17.97,-0.84,-8.32,14.18,20.44,14.18,20.47,66.0,16.4,2.22,-4.04,52.878788,64.73251,36.350148,56.451613,-4.75,0.57,61.942286,70.04914,-4.07,2.22,56.51801,67.595773,16125,17706,13884,15905
PSEC PRA,PSEC,,9,10/16/2024,7/19/2026,,0.33,5.35%,19.55,15.21,c525,16.72,1.51,-2.83,16.23,17.53,3.05,-4.63,14.58,21.54,14.04,21.54,9.0,16.42,1.84,-5.12,33.232323,49.547325,45.37092,71.120543,-3.13,1.21,47.558269,63.759214,-5.12,2.38,70.926244,65.904888,8258,7368,6912,7513
REGCO,REG,,NR,10/16/2024,,,0.37,5.88%,,21.85,c575,22.6,0.75,,22.4,22.75,0.88,-0.67,21.43,24.69,21.2,24.9,9.0,22.27,0.84,-2.42,44.191919,33.251029,69.109792,34.448217,,0.42,,71.523342,-2.63,1.07,36.758148,79.749009,5589,4789,2391,4257
REGCP,REG,,NR,10/16/2024,,,0.39,6.25%,,23.1,c625,23.73,0.63,,23.37,23.76,1.55,-0.14,21.88,25.4,21.88,25.63,9.0,23.38,1.5,-2.02,40.808081,31.069959,53.442136,29.01528,,0.28,,72.899263,-2.25,1.5,31.543739,75.204756,4812,4000,2725,3846
REXR PRB,REXR,,NR,12/13/2024,,,0.37,5.88%,25.39,21.16,c575,22.55,1.39,-2.84,23.04,22.87,-2.11,-1.41,22.15,24.38,20.6,24.57,67.0,22.46,0.31,-1.92,59.292929,36.296296,81.691395,27.657046,-2.93,1.3,45.782464,62.874693,-2.11,1.86,29.622642,71.400264,4912,3726,1086,3241
REXR PRC,REXR,,NR,11/15/2024,,,0.35,5.63%,26.1,20.05,c550,21.1,1.05,-5.0,21.69,21.99,-2.7,-4.03,20.13,24.0,19.71,24.54,39.0,20.9,0.77,-3.1,62.272727,47.078189,70.771513,43.684211,-5.2,0.85,65.937847,67.297297,-3.64,1.19,50.617496,78.480845,7337,3799,1660,4265
RF PRE,RF,,10,11/27/2024,,,0.28,4.45%,20.69,15.45,c450,17.62,2.17,-3.07,17.39,18.18,1.33,-3.08,16.41,19.98,14.16,19.98,51.0,17.5,1.09,-2.48,41.919192,43.168724,63.175074,35.263158,-3.19,2.05,48.09101,55.503686,-2.48,3.34,34.699828,55.759577,28813,26991,25064,26956
RNR PRF,RNR,,12,11/27/2024,,,0.36,5.75%,25.11,20.71,c550,21.51,0.8,-3.6,21.54,23.05,-0.13,-6.7,20.8,24.83,20.43,25.1,51.0,21.35,0.55,-3.48,49.292929,58.065844,75.994065,48.845501,-3.76,0.64,53.152053,69.361179,-3.75,0.92,52.12693,81.334214,16740,18535,23133,19470
RNR PRG,RNR,,12,11/27/2024,,,0.26,4.20%,20.02,15.35,c425,15.91,0.56,-4.11,15.83,17.2,0.53,-7.48,14.26,18.73,14.26,19.46,51.0,15.8,1.54,-2.93,45.959596,61.27572,52.492582,41.375212,-4.22,0.45,57.236404,71.228501,-3.66,1.54,50.891938,74.782034,29036,32548,23393,28326
SCE PRG,EIX,TP,10,12/13/2024,,,0.32,5.10%,20.73,17.2,c500,16.5,-0.7,-4.23,17.29,19.27,-4.58,-14.39,16.25,21.69,16.25,21.7,67.0,16.42,0.17,-5.27,71.767677,89.711934,85.014837,73.157895,-4.31,-0.78,58.035516,83.316953,-5.28,0.17,73.121784,89.260238,17426,13359,11324,14037
SCE PRL,EIX,TP,10,12/13/2024,,,0.31,5.00%,20.24,16.94,c500,16.12,-0.82,-4.12,16.86,18.85,-4.37,-14.46,15.94,21.09,15.94,21.32,67.0,16.04,0.1,-5.05,70.707071,90.0,86.676558,70.169779,-4.2,-0.9,57.058824,84.496314,-5.28,0.1,73.121784,90.0,44458,33558,37430,38482
SCHW PRD,SCHW,,12,11/13/2024,,,0.37,5.95%,25.94,22.65,c575,24.86,2.21,-1.08,24.85,25.13,0.04,-1.09,24.25,25.71,22.29,25.71,37.0,24.64,0.39,-1.07,48.434343,34.979424,79.792285,16.112054,-1.3,1.99,31.309656,56.093366,-1.07,2.35,15.35163,66.221929,45517,52123,64929,54190
SCHW PRJ,SCHW,,12,11/13/2024,,,0.28,4.45%,23.4,16.75,c450,19.29,2.54,-4.11,19.13,20.23,0.84,-4.64,18.33,22.57,16.63,22.6,37.0,19.13,0.8,-3.44,44.393939,49.588477,70.059347,48.302207,-4.27,2.38,57.680355,52.260442,-3.47,2.5,48.284734,64.636724,55893,56714,55093,55900
SF PRB,SF,,8,12/2/2024,,,0.39,6.25%,26.94,22.01,c625,23.75,1.74,-3.19,23.7,24.44,0.2,-2.82,22.22,25.39,21.56,25.73,56.0,23.6,1.38,-1.79,47.626263,42.098765,56.290801,25.891341,-3.34,1.59,49.422863,60.02457,-2.13,2.04,29.897084,69.498018,6862,7455,8912,7743
SF PRC,SF,,8,12/2/2024,,,0.38,6.13%,27.0,22.12,c625,23.24,1.12,-3.76,23.25,24.35,-0.05,-4.55,21.81,25.86,21.27,26.47,56.0,23.1,1.29,-2.76,48.888889,49.218107,58.4273,39.066214,-3.9,0.98,54.395117,66.019656,-3.37,1.83,46.912521,71.717305,11287,13251,17497,14012
SF PRD,SF,,8,12/2/2024,,,0.28,4.50%,20.54,15.64,c450,17.34,1.7,-3.2,17.45,18.53,-0.65,-6.43,15.85,21.71,15.0,21.74,56.0,17.23,1.38,-4.48,51.919192,56.954733,56.290801,62.427844,-3.31,1.59,49.156493,60.02457,-4.51,2.23,62.555746,67.490092,18512,17910,19526,18649
SHO PRH,SHO,,NR,12/27/2024,,,0.38,6.13%,23.75,20.4,c625,20.6,0.2,-3.15,20.68,21.68,-0.38,-4.99,19.14,24.22,19.14,24.27,81.0,20.56,1.42,-3.66,50.555556,51.028807,55.341246,51.290323,-3.19,0.16,48.09101,74.078624,-3.71,1.42,51.578045,76.050198,6836,6593,1936,5122
SHO PRI,SHO,,NR,12/27/2024,,,0.36,5.70%,22.98,19.43,c550,19.28,-0.15,-3.7,19.45,20.42,-0.87,-5.59,17.96,22.79,17.96,22.79,81.0,19.24,1.28,-3.55,53.030303,53.497942,58.664688,49.796265,-3.74,-0.19,52.974473,77.518428,-3.55,1.28,49.382504,77.529723,6524,5824,1474,4608
SIGIP,SIGI,,10,11/27/2024,,,0.29,4.60%,20.74,15.48,c450,16.92,1.44,-3.82,17.46,18.29,-3.12,-7.47,16.61,20.3,15.17,20.3,51.0,16.79,0.18,-3.51,64.393939,61.234568,84.777448,49.252971,-3.95,1.31,54.839068,62.776413,-3.51,1.62,48.833619,73.936592,4984,4067,4671,4574
SLG PRI,SLG,,9.5,12/17/2024,,,0.41,6.50%,25.67,18.15,c650,21.99,3.84,-3.68,22.15,22.71,-0.74,-3.17,20.56,24.53,16.6,24.87,71.0,21.9,1.34,-2.63,52.373737,43.539095,57.240356,37.300509,-3.77,3.75,53.240844,38.796069,-2.97,5.3,41.423671,35.046235,13019,10380,12746,12048
SOJC,SO,BB,11.5,11/29/2024,,,0.33,5.25%,25.69,20.75,c525,21.84,1.09,-3.85,21.6,22.9,1.11,-4.64,21.05,24.92,20.35,25.07,53.0,21.7,0.65,-3.22,43.030303,49.588477,73.620178,45.314092,-3.99,0.95,55.194229,66.314496,-3.37,1.35,46.912521,76.78996,25713,24353,23404,24490
SOJD,SO,BB,11.5,10/29/2024,,,0.31,4.95%,23.86,19.45,c500,20.42,0.97,-3.44,20.26,21.62,0.8,-5.55,19.26,23.95,19.26,24.55,22.0,20.19,0.93,-3.76,44.59596,53.333333,66.973294,52.648557,-3.67,0.74,52.352941,68.378378,-4.36,0.93,60.497427,81.228534,85231,78815,82635,82227
SOJE,SO,BB,11.5,1/10/2025,,,0.26,4.20%,20.96,17.42,c425,18.0,0.58,-2.96,17.89,19.37,0.62,-7.08,16.99,21.75,16.99,22.35,5.0,17.75,0.76,-4.0,45.505051,59.62963,71.008902,55.908319,-3.21,0.33,48.26859,72.407862,-4.6,0.76,63.790738,83.025099,53848,54003,46057,51303
SR PRA,SR,,11,10/25/2024,8/15/2024,,0.37,5.90%,26.15,21.87,c575,23.88,2.01,-2.27,24.03,24.31,-0.6,-1.77,23.2,25.39,21.36,25.39,18.0,23.58,0.38,-1.81,51.666667,37.777778,80.029674,26.162988,-2.57,1.71,42.586016,58.845209,-1.81,2.22,25.506003,67.595773,15824,15196,12384,14468
SREA,SRE,BB,11.5,12/13/2024,,,0.36,5.75%,25.24,21.16,c550,21.13,-0.03,-4.11,21.14,23.08,-0.07,-8.43,19.6,25.2,19.6,25.47,67.0,21.04,1.44,-4.16,48.989899,65.185185,54.866469,58.081494,-4.2,-0.12,57.058824,76.830467,-4.43,1.44,61.457976,75.838838,51479,58826,37979,49428
STT PRG,STT,,13,11/27/2024,,,0.33,5.35%,26.9,21.63,c525,22.17,0.54,-4.73,22.41,23.75,-1.06,-6.65,21.32,25.16,21.32,25.16,51.0,22.03,0.71,-3.13,53.989899,57.860082,72.195846,44.091681,-4.87,0.4,63.007769,71.719902,-3.13,0.71,43.619211,83.553501,41507,44478,48683,44889
SYF PRA,SYF,,NR,10/30/2024,11/15/2024,,0.35,5.63%,22.14,15.28,c550,19.23,3.95,-2.91,18.12,19.27,6.14,-0.21,16.19,21.62,14.51,21.94,23.0,18.97,2.78,-2.65,17.626263,31.358025,23.05638,37.572156,-3.17,3.69,47.91343,39.385749,-2.97,4.46,41.423671,43.923382,54168,52087,38225,48160
T PRA,T,,10,1/7/2025,12/12/2024,,0.31,5.00%,23.49,18.31,c500,20.5,2.19,-2.99,20.24,21.08,1.28,-2.74,19.15,22.75,18.2,22.8,2.0,20.2,1.05,-2.55,42.171717,41.769547,64.124629,36.213922,-3.29,1.89,48.978912,57.076167,-2.6,2.0,36.346484,69.92074,97065,93350,75278,88564
T PRC,T,,10,1/7/2025,2/18/2025,,0.3,4.75%,21.55,17.25,c475,19.56,2.31,-1.99,19.17,19.97,2.02,-2.07,18.2,21.49,17.02,21.71,2.0,19.27,1.07,-2.22,38.434343,39.012346,63.649852,31.731749,-2.28,2.02,40.011099,55.798526,-2.44,2.25,34.150943,67.278732,132134,127077,134287,131166
TBB,T,BB,12,10/17/2024,,,0.33,5.35%,24.98,20.32,c525,22.83,2.51,-2.15,22.72,23.46,0.49,-2.7,21.55,24.9,20.26,24.9,10.0,22.54,0.99,-2.36,46.161616,41.604938,65.548961,33.633277,-2.44,2.22,41.431743,53.832924,-2.36,2.28,33.053173,66.961691,75874,60695,60551,65706
TBC,T,BB,12,10/17/2024,8/1/2023,,0.35,5.63%,,,c550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCBIO,TCBI,,8,12/2/2024,6/15/2026,,0.36,5.75%,24.5,16.01,c550,21.02,5.01,-3.48,20.05,20.38,4.83,3.15,18.11,21.87,15.52,22.71,56.0,20.88,2.77,-0.99,24.242424,17.530864,23.293769,15.025467,-3.62,4.87,51.90899,27.788698,-1.83,5.36,25.780446,34.412153,21938,21006,31765,24903
TDS PRU,TDS,,7,12/13/2024,,,0.41,6.63%,24.25,14.26,c650,19.84,5.58,-4.41,20.23,20.72,-1.94,-4.26,18.71,22.88,13.38,22.88,67.0,19.74,1.03,-3.14,58.434343,48.024691,64.599407,44.227504,-4.51,5.48,59.811321,21.793612,-3.14,6.36,43.756432,23.844122,26980,22065,23854,24300
TDS PRV,TDS,,7,12/13/2024,9/30/2026,,0.38,6.00%,22.28,12.88,c600,18.29,5.41,-3.99,17.95,18.46,1.87,-0.93,16.25,20.48,12.01,20.48,67.0,18.19,1.94,-2.29,39.191919,34.320988,42.997033,32.682513,-4.09,5.31,56.082131,23.464373,-2.29,6.18,32.092624,25.746367,43856,40140,30632,38210
TFC PRO,TFC,,11.5,11/8/2024,,,0.33,5.25%,25.2,19.78,c525,21.35,1.57,-3.85,21.26,22.36,0.43,-4.51,19.69,24.46,19.43,24.83,32.0,21.14,1.45,-3.32,46.464646,49.053498,54.62908,46.672326,-4.06,1.36,55.81576,62.285012,-3.69,1.71,51.303602,72.985469,46273,39612,38686,41524
TFC PRR,TFC,,11.5,11/8/2024,,,0.3,4.75%,22.49,17.71,c475,19.21,1.5,-3.28,19.23,20.24,-0.12,-5.11,18.41,22.27,17.29,22.62,32.0,19.02,0.61,-3.25,49.242424,51.522634,74.569733,45.721562,-3.47,1.31,50.577137,62.776413,-3.6,1.73,50.068611,72.774108,68648,61804,58045,62832
TRTN PRD,-,,NR,12/6/2024,3/15/2025,,0.43,6.88%,25.95,21.62,c675,23.23,1.61,-2.72,21.9,23.24,6.05,-0.05,19.76,25.01,19.76,25.67,60.0,23.09,3.33,-1.92,18.080808,30.699588,10.0,27.657046,-2.86,1.47,45.160932,61.203931,-2.58,3.33,36.072041,55.865258,9007,9139,10280,9476
TRTN PRE,-,,NR,12/6/2024,,,0.36,5.75%,23.79,17.8,c550,19.5,1.7,-4.29,18.72,20.38,4.15,-4.34,16.9,23.17,16.9,23.3,60.0,19.38,2.48,-3.79,27.676768,48.353909,30.178042,53.056027,-4.41,1.58,58.923418,60.12285,-3.92,2.48,54.459691,64.848085,6940,7076,3963,5993
TRTX PRC,TRTX,,NR,12/16/2024,6/14/2026,,0.39,6.25%,18.83,13.81,c625,17.35,3.54,-1.48,17.67,18.09,-1.81,-4.09,16.01,20.0,13.0,20.0,70.0,17.26,1.25,-2.74,57.777778,47.325103,59.376855,38.794567,-1.57,3.45,33.706992,41.744472,-2.74,4.26,38.267581,46.036988,7273,7080,4656,6336
TY PR,TY,,NR,12/5/2024,,,0.31,5.00%,50.11,43.5,c500,,1.28,-5.33,44.57,45.81,0.48,-2.26,43.13,48.27,42.0,49.19,59.0,44.67,1.54,-3.6,46.212121,39.794239,52.492582,50.475382,-5.44,1.17,68.068812,64.152334,-4.52,2.67,62.692967,62.840159,512,459,242,404
UNMA,UNM,BB,10,11/29/2024,,,0.39,6.25%,26.19,21.92,c625,,1.48,-2.79,24.4,24.8,-4.11,-5.65,22.7,25.46,21.49,26.05,53.0,23.24,0.54,-2.22,69.393939,53.744856,76.231454,31.731749,-2.95,1.32,45.960044,62.678133,-2.81,1.75,39.22813,72.562748,14090,13811,17719,15207
USB PRP,USB,,13.5,12/30/2024,,,0.34,5.50%,25.25,19.75,c550,,3.02,-2.48,22.85,23.82,-0.36,-4.42,21.46,25.43,19.0,25.43,84.0,22.75,1.29,-2.68,50.454545,48.683128,58.4273,37.979626,-2.5,3.0,41.964484,46.167076,-2.68,3.75,37.444254,51.426684,35375,37479,39534,37463
USB PRQ,USB,,13.5,12/27/2024,,,0.23,3.75%,19.57,13.5,c400,15.4,1.9,-4.17,15.49,16.62,-0.61,-7.35,14.66,18.59,13.32,18.6,81.0,15.38,0.72,-3.21,51.717172,60.740741,71.958457,45.178268,-4.19,1.88,56.970033,57.174447,-3.22,2.06,44.854202,69.286658,40953,40227,61353,47511
USB PRR,USB,,13.5,12/27/2024,,,0.25,4.00%,21.05,14.57,c400,16.49,1.92,-4.56,16.52,17.74,-0.19,-7.06,15.62,20.09,14.24,20.35,81.0,16.46,0.84,-3.63,49.59596,59.547325,69.109792,50.882852,-4.59,1.89,60.521643,57.076167,-3.89,2.22,54.048027,67.595773,50916,46272,62262,53150
USB PRS,USB,,13.5,12/27/2024,,,0.28,4.50%,22.08,16.44,c450,18.7,2.26,-3.38,18.91,20.19,-1.13,-7.38,18.04,22.54,16.22,22.97,81.0,18.67,0.63,-3.87,54.343434,60.864198,74.094955,54.142615,-3.41,2.23,50.044395,53.734644,-4.3,2.45,59.674099,65.165125,40835,35105,27784,34575
UZD,USM,BB,9.5,11/29/2024,9/1/2025,,0.39,6.25%,24.16,16.77,c625,23.61,6.84,-0.55,23.68,23.41,-0.29,0.84,22.0,24.37,15.78,24.8,53.0,23.45,1.45,-0.92,50.10101,27.037037,54.62908,14.074703,-0.71,6.68,26.071032,10.0,-1.35,7.67,19.193825,10.0,39430,35655,45259,40115
UZE,USM,BB,9.5,11/29/2024,,,0.34,5.50%,21.8,14.93,c550,20.91,5.98,-0.89,21.62,21.76,-3.27,-3.93,20.01,23.22,13.7,23.8,53.0,20.77,0.76,-2.45,65.151515,46.666667,71.008902,34.855688,-1.03,5.84,28.91232,18.255528,-3.03,7.07,42.246998,16.340819,36309,32930,32575,33938
UZF,USM,BB,9.5,11/29/2024,6/1/2026,,0.34,5.50%,21.75,15.44,c550,20.64,5.2,-1.11,21.65,21.77,-4.68,-5.2,20.01,23.5,13.61,23.7,53.0,20.5,0.49,-3.0,72.272727,51.893004,77.418398,42.325976,-1.25,5.06,30.865705,25.921376,-3.2,6.89,44.57976,18.243065,30010,26421,26553,27661
VNO PRL,VNO,,10.5,12/13/2024,,,0.34,5.40%,24.16,13.75,c525,17.6,3.85,-6.56,17.49,17.53,0.64,0.39,15.25,19.46,13.11,19.46,67.0,17.51,2.26,-1.95,45.40404,28.888889,35.400593,28.064516,-6.65,3.76,78.812431,38.697789,-1.95,4.4,27.427101,44.557464,19749,17799,17700,18416
VNO PRM,VNO,,10.5,12/13/2024,,,0.33,5.25%,23.4,13.71,c525,17.05,3.34,-6.35,16.91,17.05,0.82,-0.01,14.75,18.99,13.17,18.99,67.0,16.97,2.22,-2.02,44.494949,30.534979,36.350148,29.01528,-6.43,3.26,76.859046,43.611794,-2.02,3.8,28.38765,50.898283,19638,18991,9504,16044
VNO PRN,VNO,,10.5,12/13/2024,,,0.33,5.25%,22.92,13.76,c525,16.99,3.23,-5.93,16.95,17.13,0.21,-0.8,14.81,18.97,13.33,18.97,67.0,16.91,2.1,-2.06,47.575758,33.786008,39.198813,29.558574,-6.01,3.15,73.129856,44.692875,-2.06,3.58,28.936535,53.22325,17630,18487,19488,18535
VNO PRO,VNO,,10.5,12/13/2024,,,0.28,4.50%,19.7,11.6,c450,14.57,2.97,-5.13,14.58,15.02,-0.05,-2.97,12.51,17.34,11.28,17.34,67.0,14.5,1.99,-2.84,48.888889,42.716049,41.810089,40.152801,-5.2,2.9,65.937847,47.149877,-2.84,3.22,39.639794,57.027741,21436,21138,18338,20304
WAFDP,WAFD,,10,12/27/2024,4/15/2026,,0.3,4.88%,22.2,12.6,c475,15.76,3.16,-6.44,16.16,16.86,-2.5,-6.52,15.24,19.49,12.02,19.75,81.0,15.73,0.49,-3.76,61.262626,57.325103,77.418398,52.648557,-6.47,3.13,77.214206,44.889435,-4.02,3.71,55.831904,51.849406,17942,19123,14120,17062
WBS PRF,WBS,,10,12/2/2024,,,0.33,5.25%,24.4,15.52,c525,19.17,3.65,-5.23,19.25,20.21,-0.41,-5.16,18.02,22.54,15.1,22.54,56.0,19.05,1.03,-3.49,50.707071,51.728395,64.599407,48.981324,-5.35,3.53,67.2697,40.958231,-3.49,3.95,48.559177,49.313078,7356,5520,6452,6443
WFC PRA,WFC,,11,11/27/2024,12/15/2025,,0.29,4.70%,21.54,17.53,c475,19.2,1.67,-2.34,18.92,20.12,1.49,-4.57,18.0,22.05,17.36,22.21,51.0,19.07,1.07,-2.98,41.111111,49.300412,63.649852,42.054329,-2.47,1.54,41.698113,60.515971,-3.14,1.71,43.756432,72.985469,78552,79357,99320,85743
WFC PRC,WFC,,11,11/27/2024,,,0.27,4.38%,20.19,16.05,c425,17.98,1.93,-2.21,17.73,18.96,1.43,-5.18,16.85,20.7,15.89,21.18,51.0,17.86,1.01,-2.84,41.414141,51.8107,65.074184,40.152801,-2.33,1.81,40.45505,57.862408,-3.32,1.97,46.226415,70.237781,74316,71004,86639,77320
WFC PRD,WFC,,11,11/27/2024,,,0.27,4.25%,19.89,15.56,c425,17.55,1.99,-2.34,17.29,18.49,1.51,-5.08,16.38,20.26,15.47,20.8,51.0,17.43,1.05,-2.83,41.010101,51.399177,64.124629,40.016978,-2.46,1.87,41.609323,57.272727,-3.37,1.96,46.912521,70.343461,89237,93909,96902,93349
WFC PRY,WFC,,11,11/27/2024,,,0.35,5.63%,25.36,21.19,c550,23.62,2.43,-1.74,23.06,23.95,2.44,-1.39,21.92,25.36,21.08,25.36,51.0,23.47,1.55,-1.89,36.313131,36.213992,52.255193,27.249576,-1.89,2.28,36.54828,53.243243,-1.89,2.39,26.603774,65.799207,43548,45258,58757,49188
WFC PRZ,WFC,,11,11/27/2024,,,0.3,4.75%,21.8,17.49,c475,19.35,1.86,-2.45,19.22,20.26,0.69,-4.51,18.22,22.01,17.33,22.29,51.0,19.22,1.0,-2.79,45.151515,49.053498,65.311573,39.473684,-2.58,1.73,42.674806,58.648649,-3.07,1.89,42.795883,71.083223,169199,171352,236593,192382
WRB PRE,WRB,BB,11.5,12/13/2024,,,0.36,5.70%,25.59,21.77,c550,22.68,0.91,-2.91,22.02,23.6,3.02,-3.9,20.43,25.32,20.43,25.68,67.0,22.59,2.16,-2.73,33.383838,46.54321,37.774481,38.658744,-3.0,0.82,46.403996,67.592138,-3.09,2.16,43.070326,68.229855,10748,14253,19021,14674
WRB PRF,WRB,BB,11.5,12/13/2024,,,0.32,5.10%,24.51,18.93,c500,,1.64,-3.94,19.75,21.29,4.18,-3.37,19.0,24.24,18.79,24.54,67.0,20.49,1.49,-3.75,27.525253,44.36214,53.679525,52.512733,-4.02,1.56,55.460599,60.31941,-4.05,1.7,56.243568,73.091149,21081,24377,26420,23959
WRB PRG,WRB,BB,11.5,12/13/2024,,,0.27,4.25%,21.25,17.35,c425,,-0.59,-4.49,16.67,18.37,0.52,-8.75,15.82,20.65,15.82,22.29,67.0,16.69,0.87,-3.96,46.010101,66.502058,68.397626,55.365025,-4.56,-0.66,60.255272,82.137592,-5.6,0.87,77.512864,81.862616,8317,9750,15639,11235
WRB PRH,WRB,BB,11.5,12/13/2024,,,0.26,4.13%,20.85,15.6,c400,,0.61,-4.64,16.36,17.95,-0.92,-9.71,15.44,20.48,15.4,21.15,67.0,16.14,0.7,-4.34,53.282828,70.452675,72.433234,60.526316,-4.71,0.54,61.587125,70.34398,-5.01,0.74,69.41681,83.23646,13840,18870,35617,22776
